Orthogroup	homSap.longCDS.prots	ailMel.longCDS.prots
OG0011954	ENST00000376936.8	rna-XM_002922746.4
OG0011955	ENST00000361445.8	rna-XM_034671192.1
OG0011956	ENST00000376819.3	rna-XM_002922747.4
OG0011957	ENST00000376810.5	rna-XM_002922748.4
OG0011958	ENST00000294484.6	rna-XM_034671572.1
OG0011959	ENST00000354287.4	rna-XM_002922750.3
OG0011960	ENST00000376753.8	rna-XM_034671280.1
OG0011961	ENST00000376672.5	rna-XM_034671284.1
OG0011962	ENST00000376583.7	rna-XM_002922754.4
OG0011963	ENST00000376496.4	rna-XM_034671207.1
OG0011964	ENST00000610706.1	rna-XM_002922756.4
OG0011965	ENST00000376468.3	rna-XM_019803270.2
OG0011966	ENST00000376576.3	rna-XM_034672064.1
OG0011967	ENST00000235332.5	rna-XM_034671216.1
OG0011968	ENST00000263932.6	rna-XM_034671391.1
OG0011969	ENST00000376259.6	rna-XM_019803290.2
OG0011970	ENST00000620676.4	rna-XM_034671220.1
OG0011971	ENST00000376221.1	rna-XM_002925590.3
OG0011972	ENST00000359318.7	rna-XM_002925584.4
OG0011973	ENST00000614859.4	rna-XM_002925589.4
OG0011974	ENST00000376085.3	rna-XM_002925588.4
OG0011975	ENST00000235372.11	rna-XM_034671232.1
OG0011976	ENST00000636203.1	rna-XM_034671239.1
OG0011977	ENST00000428417.5	rna-XM_002921421.3
OG0011978	ENST00000358897.8	rna-XM_034672074.1
OG0011979	ENST00000546424.5	rna-XM_002921431.4
OG0011980	ENST00000375847.7	rna-XM_019801958.2
OG0011981	ENST00000375799.7	rna-XM_034672075.1
OG0011982	ENST00000294454.5	rna-XM_002921418.4
OG0011983	ENST00000375759.7	rna-XM_034671251.1
OG0011984	ENST00000329454.2	rna-XM_002921425.3
OG0011985	ENST00000375718.4	rna-XM_019801954.2
OG0011986	ENST00000375662.4	rna-XM_034672015.1
OG0011987	ENST00000270747.7	rna-XM_034671458.1
OG0011988	ENST00000375599.7	rna-XM_002921422.4
OG0011989	ENST00000401088.8	rna-XM_019804624.2
OG0011990	ENST00000335496.5	rna-XM_034672083.1
OG0011991	ENST00000443980.6	rna-XM_002924013.4
OG0011992	ENST00000375535.3	rna-XM_002924015.4
OG0011993	ENST00000375486.8	rna-XM_019804628.2
OG0011994	ENST00000375460.3	rna-XM_002924019.4
OG0011995	ENST00000619609.1	rna-XM_034671259.1
OG0011996	ENST00000375436.8	rna-XM_034672085.1
OG0011997	ENST00000361221.7	rna-XM_034671270.1
OG0011998	ENST00000251296.3	rna-XM_019807625.2
OG0011999	ENST00000400664.2	rna-XM_034672289.1
OG0012000	ENST00000375371.3	rna-XM_002926831.2
OG0012001	ENST00000354960.7	rna-XM_019808688.2
OG0012002	ENST00000274024.3	rna-XM_034671299.1
OG0012003	ENST00000399075.6	rna-XM_002927947.4
OG0012004	ENST00000274030.10	rna-XM_011235671.3
OG0012005	ENST00000307128.5	rna-XM_002927948.4
OG0012006	ENST00000307142.8	rna-XM_034671292.1
OG0012007	ENST00000280551.10	rna-XM_019798919.2
OG0012008	ENST00000388822.9	rna-XM_002918490.4
OG0012009	ENST00000296498.3	rna-XM_034672102.1
OG0012010	ENST00000310836.10	rna-XM_011237404.3
OG0012011	ENST00000357077.8	rna-XM_034671312.1
OG0012012	ENST00000509061.5	rna-XM_002925992.4
OG0012013	ENST00000445203.6	rna-XM_034672113.1
OG0012014	ENST00000313341.3	rna-XM_034671756.1
OG0012015	ENST00000458497.5	rna-XM_019797827.2
OG0012016	ENST00000361717.3	rna-XM_034671372.1
OG0012017	ENST00000274000.9	rna-XM_034671369.1
OG0012018	ENST00000309733.5	rna-XM_034671373.1
OG0012019	ENST00000306732.7	rna-XM_002917513.4
OG0012020	ENST00000265162.9	rna-XM_002917514.4
OG0012021	ENST00000394607.7	rna-XM_019797835.2
OG0012022	ENST00000265171.9	rna-XM_034671378.1
OG0012023	ENST00000594814.5	rna-XM_002929341.3
OG0012024	ENST00000317735.4	rna-XM_002929340.3
OG0012025	ENST00000394631.7	rna-XM_034671381.1
OG0012026	ENST00000243501.9	rna-XM_002929337.4
OG0012027	ENST00000394650.6	rna-XM_034671383.1
OG0012028	ENST00000265165.5	rna-XM_011221938.3
OG0012029	ENST00000505878.4	rna-XM_002916938.4
OG0012030	ENST00000332884.10	rna-XM_019797185.2
OG0012031	ENST00000394684.8	rna-XM_011221944.3
OG0012032	ENST00000285311.7	rna-XM_002916941.4
OG0012033	ENST00000638719.1	rna-XM_011231142.3
OG0012034	ENST00000394701.4	rna-XM_011231140.3
OG0012035	ENST00000273980.9	rna-XM_002924293.4
OG0012036	ENST00000503451.5	rna-XM_011231135.3
OG0012037	ENST00000515279.5	rna-XM_034671421.1
OG0012038	ENST00000394735.5	rna-XM_002924290.4
OG0012039	ENST00000420470.2	rna-XM_011231131.3
OG0012040	ENST00000513237.5	rna-XM_002926670.4
OG0012041	ENST00000394767.2	rna-XM_034671422.1
OG0012042	ENST00000503643.1	rna-XM_034671442.1, rna-XM_034655669.1
OG0012043	ENST00000226578.8	rna-XM_002916498.4
OG0012044	ENST00000226574.8	rna-XM_002916490.4
OG0012045	ENST00000394833.6	rna-XM_034671457.1
OG0012046	ENST00000322953.8	rna-XM_011221343.3
OG0012047	ENST00000296420.8	rna-XM_002916488.4
OG0012048	ENST00000273990.6	rna-XM_002916487.4
OG0012049	ENST00000442697.6	rna-XM_019808752.2
OG0012050	ENST00000499666.6	rna-XM_002928000.4
OG0012051	ENST00000512369.1	rna-XM_034671465.1
OG0012052	ENST00000511045.5	rna-XM_002928002.4
OG0012053	ENST00000394877.7	rna-XM_034671471.1
OG0012054	ENST00000508393.5	rna-XM_002921201.4
OG0012055	ENST00000296411.10	rna-XM_002921199.4
OG0012056	ENST00000339360.9	rna-XM_019801772.2
OG0012057	ENST00000440890.6	rna-XM_034671648.1
OG0012058	ENST00000615540.4	rna-XM_034671495.1
OG0012059	ENST00000295256.9	rna-XM_011219802.3
OG0012060	ENST00000359052.8	rna-XM_011219799.3
OG0012061	ENST00000509176.5	rna-XM_034671499.1
OG0012062	ENST00000394980.5	rna-XM_002917710.4
OG0012063	ENST00000609438.1	rna-XM_034671507.1
OG0012064	ENST00000603357.2	rna-XM_002917705.4
OG0012065	ENST00000264344.9	rna-XM_034671511.1
OG0012066	ENST00000402738.5	rna-XM_034671522.1
OG0012067	ENST00000323061.5	rna-XM_011232117.3
OG0012068	ENST00000264350.7	rna-XM_034671530.1
OG0012069	ENST00000264346.11	rna-XM_034671534.1
OG0012070	ENST00000608933.5	rna-XM_034671541.1
OG0012071	ENST00000237612.7	rna-XM_034671542.1
OG0012072	ENST00000237596.6	rna-XM_034671547.1
OG0012073	ENST00000395080.7	rna-XM_002913580.4
OG0012074	ENST00000395102.8	rna-XM_011232252.1
OG0012075	ENST00000226284.6	rna-XM_002913583.2
OG0012076	ENST00000339673.10	rna-XM_011232259.2
OG0012077	ENST00000399271.5	rna-XM_034672295.1
OG0012078	ENST00000282470.10	rna-XM_002913584.4
OG0012079	ENST00000358290.8	rna-XM_002913586.4
OG0012080	ENST00000328546.4	rna-XM_011232322.3
OG0012081	ENST00000273963.9	rna-XM_034671556.1
OG0012082	ENST00000395146.8	rna-XM_011232362.3
OG0012083	ENST00000295898.7	rna-XM_034671573.1
OG0012084	ENST00000273905.6	rna-XM_002913608.4
OG0012085	ENST00000395184.5	rna-XM_034671582.1
OG0012086	ENST00000295888.8	rna-XM_002913595.4
OG0012087	ENST00000321945.11	rna-XM_002912461.4
OG0012088	ENST00000295491.8	rna-XM_002912462.4
OG0012089	ENST00000295488.7	rna-XM_011218693.3
OG0012090	ENST00000311412.9	rna-XM_034671598.1
OG0012091	ENST00000311469.8	rna-XM_011218716.3
OG0012092	ENST00000311507.8	rna-XM_002912465.4
OG0012093	ENST00000503682.5	rna-XM_002912466.4
OG0012094	ENST00000340417.7	rna-XM_019794414.2
OG0012095	ENST00000302236.9	rna-XM_002912468.4
OG0012096	ENST00000505472.5	rna-XM_034671601.1
OG0012097	ENST00000515780.6	rna-XM_002912473.4
OG0012098	ENST00000313899.11	rna-XM_011219128.3
OG0012099	ENST00000638048.1	rna-XM_011218947.3
OG0012100	ENST00000264399.5	rna-XM_002912477.4
OG0012101	ENST00000282701.2	rna-XM_019794596.2
OG0012102	ENST00000508675.1	rna-XM_002912479.3
OG0012103	ENST00000312465.11	rna-XM_002912480.4
OG0012104	ENST00000504452.5	rna-XM_034671633.1
OG0012105	ENST00000511594.5	rna-XM_034671641.1
OG0012106	ENST00000264908.10	rna-XM_034671644.1
OG0012107	ENST00000315567.12	rna-XM_002912485.4
OG0012108	ENST00000286758.4	rna-XM_011217278.3
OG0012109	ENST00000316355.9	rna-XM_034670944.1
OG0012110	ENST00000334306.3	rna-XM_002930148.3
OG0012111	ENST00000296043.6	rna-XM_019805421.2
OG0012112	ENST00000388914.7	rna-XM_034671659.1
OG0012113	ENST00000237642.6	rna-XM_002924735.4
OG0012114	ENST00000640634.1	rna-XM_002924734.4
OG0012115	ENST00000264883.7	rna-XM_002924733.4
OG0012116	ENST00000306621.7	rna-XM_002924731.4
OG0012117	ENST00000306602.2	rna-XM_002924730.4
OG0012118	ENST00000264888.5	rna-XM_034671668.1
OG0012119	ENST00000356260.9	rna-XM_002924727.4
OG0012120	ENST00000286733.8	rna-XM_011224888.3
OG0012121	ENST00000264904.8	rna-XM_011224883.3
OG0012122	ENST00000395719.7	rna-XM_002919159.4
OG0012123	ENST00000307465.8	rna-XM_002919157.4
OG0012124	ENST00000435974.2	rna-XM_019799584.1
OG0012125	ENST00000324439.9	rna-XM_002919154.4
OG0012126	ENST00000307428.7	rna-XM_034671681.1
OG0012127	ENST00000395743.7	rna-XM_002919148.4
OG0012128	ENST00000502307.1	rna-XM_002919153.4
OG0012129	ENST00000244869.2	rna-XM_034671684.1
OG0012130	ENST00000413830.5	rna-XM_019799586.2
OG0012131	ENST00000395759.6	rna-XM_034671686.1
OG0012132	ENST00000296028.3	rna-XM_002919142.4
OG0012133	ENST00000307407.7	rna-XM_002928494.4
OG0012134	ENST00000342081.7	rna-XM_011236368.3
OG0012135	ENST00000226355.4	rna-XM_011236370.3
OG0012136	ENST00000226359.2	rna-XM_019809246.2
OG0012137	ENST00000358602.8	rna-XM_034671699.1
OG0012138	ENST00000308744.10	rna-XM_034671979.1
OG0012139	ENST00000504199.5	rna-XM_011225364.3
OG0012140	ENST00000504952.1	rna-XM_002919508.4
OG0012141	ENST00000254799.10	rna-XM_034670946.1
OG0012142	ENST00000381006.7	rna-XM_034671716.1
OG0012143	ENST00000254803.3	rna-XM_002919506.4
OG0012144	ENST00000396073.3	rna-XM_002919505.4
OG0012145	ENST00000322937.10	rna-XM_011225354.3
OG0012146	ENST00000339336.8	rna-XM_034670947.1
OG0012147	ENST00000502294.5	rna-XM_019799952.1, rna-XM_019799949.2
OG0012148	ENST00000353151.3	rna-XM_019799951.1
OG0012149	ENST00000310613.7	rna-XM_002929461.4
OG0012150	ENST00000579690.5	rna-XM_034671729.1
OG0012151	ENST00000305363.8	rna-XM_019810137.2
OG0012152	ENST00000332644.5	rna-XM_019810138.1
OG0012153	ENST00000356291.2	rna-XM_019792765.1
OG0012154	ENST00000322244.9	rna-XM_002926718.4
OG0012155	ENST00000265404.6	rna-XM_002926721.4
OG0012156	ENST00000273853.10	rna-XM_011234178.3
OG0012157	ENST00000381210.7	rna-XM_034671741.1
OG0012158	ENST00000381227.5	rna-XM_011223494.3
OG0012159	ENST00000264230.4	rna-XM_002918118.4
OG0012160	ENST00000309042.11	rna-XM_011223493.3
OG0012161	ENST00000506738.5	rna-XM_034672008.1
OG0012162	ENST00000554144.5	rna-XM_019798444.2
OG0012163	ENST00000512175.2	rna-XM_019798428.2
OG0012164	ENST00000342756.9	rna-XM_002918109.4
OG0012165	ENST00000399688.7	rna-XM_011223490.3
OG0012166	ENST00000264220.6	rna-XM_002918106.4
OG0012167	ENST00000205214.10	rna-XM_011223488.2
OG0012168	ENST00000264229.10	rna-XM_019798440.2
OG0012169	ENST00000257287.4	rna-XM_034671767.1
OG0012170	ENST00000381295.6	rna-XM_019798431.2
OG0012171	ENST00000636125.1	rna-XM_034671425.1
OG0012172	ENST00000264218.7	rna-XM_034671824.1
OG0012173	ENST00000295645.8	rna-XM_019799799.2
OG0012174	ENST00000381334.9	rna-XM_034671788.1
OG0012175	ENST00000264228.8	rna-XM_002919366.4
OG0012176	ENST00000263923.4	rna-XM_002919365.4
OG0012177	ENST00000288135.5	rna-XM_034671789.1
OG0012178	ENST00000611459.1	rna-XM_002919369.4
OG0012179	ENST00000263925.7	rna-XM_034671796.1
OG0012180	ENST00000337488.10	rna-XM_011225230.3
OG0012181	ENST00000401642.7	rna-XM_002919405.4
OG0012182	ENST00000248706.4	rna-XM_002919406.4
OG0012183	ENST00000295213.8	rna-XM_002919408.4
OG0012184	ENST00000381431.9	rna-XM_011225242.3
OG0012185	ENST00000343457.3	rna-XM_019799832.2
OG0012186	ENST00000451288.6	rna-XM_019799841.2
OG0012187	ENST00000226432.8	rna-XM_002919409.4
OG0012188	ENST00000508632.5	rna-XM_034671832.1
OG0012189	ENST00000264312.11	rna-XM_002919411.4
OG0012190	ENST00000327939.4	rna-XM_034670951.1
OG0012191	ENST00000273861.4	rna-XM_019797249.2
OG0012192	ENST00000381501.7	rna-XM_034671850.1
OG0012193	ENST00000264316.8	rna-XM_011222030.3
OG0012194	ENST00000295461.9	rna-XM_011222033.3
OG0012195	ENST00000329043.7	rna-XM_034671866.1
OG0012196	ENST00000273857.8	rna-XM_034671855.1
OG0012197	ENST00000273859.7	rna-XM_002917019.4
OG0012198	ENST00000381571.5	rna-XM_002917011.4
OG0012199	ENST00000264318.3	rna-XM_002917013.3
OG0012200	ENST00000281543.5	rna-XM_002921756.4
OG0012201	ENST00000332990.5	rna-XM_011228129.2
OG0012202	ENST00000399770.2	rna-XM_002921441.4
OG0012203	ENST00000319234.4	rna-XM_034672129.1
OG0012204	ENST00000264451.11	rna-XM_011227719.3
OG0012205	ENST00000504986.5	rna-XM_019801974.2
OG0012206	ENST00000503057.5	rna-XM_034671893.1
OG0012207	ENST00000381793.6	rna-XM_034671911.1
OG0012208	ENST00000310169.2	rna-XM_002928910.4
OG0012209	ENST00000505618.5	rna-XM_011236856.3
OG0012210	ENST00000261435.10	rna-XM_034671914.1
OG0012211	ENST00000261427.9	rna-XM_034671927.1
OG0012212	ENST00000295958.9	rna-XM_019805885.2
OG0012213	ENST00000640888.1	rna-XM_002925169.4
OG0012214	ENST00000257408.4	rna-XM_034671932.1
OG0012215	ENST00000399820.7	rna-XM_019805882.2
OG0012216	ENST00000381938.3	rna-XM_034671951.1
OG0012217	ENST00000358869.4	rna-XM_034671949.1
OG0012218	ENST00000261438.9	rna-XM_019808903.2
OG0012219	ENST00000261439.8	rna-XM_011233005.3
OG0012220	ENST00000314117.8	rna-XM_002925771.4
OG0012221	ENST00000381980.8	rna-XM_019806473.2
OG0012222	ENST00000309447.5	rna-XM_034671972.1
OG0012223	ENST00000303965.8	rna-XM_002929010.4
OG0012224	ENST00000543491.2	rna-XM_034671980.1
OG0012225	ENST00000465503.5	rna-XM_034671988.1
OG0012226	ENST00000264866.8	rna-XM_002924299.4
OG0012227	ENST00000295589.3	rna-XM_034670958.1
OG0012228	ENST00000342295.5	rna-XM_019805204.2
OG0012229	ENST00000614775.4	rna-XM_019805205.2
OG0012230	ENST00000399878.7	rna-XM_034671995.1
OG0012231	ENST00000382051.7	rna-XM_002924543.3
OG0012232	ENST00000510092.5	rna-XM_034671999.1
OG0012233	ENST00000302874.8	rna-XM_034672000.1
OG0012234	ENST00000382103.6	rna-XM_002929966.4
OG0012235	ENST00000382114.8	rna-XM_034670959.1
OG0012236	ENST00000635206.1	rna-XM_019809985.2
OG0012237	ENST00000264867.6	rna-XM_034670962.1
OG0012238	ENST00000508166.5	rna-XM_034672284.1
OG0012239	ENST00000334304.9	rna-XM_034670963.1
OG0012240	ENST00000471979.6	rna-XM_011221191.3
OG0012241	ENST00000635767.1	rna-XM_034672039.1
OG0012242	ENST00000251496.6	rna-XM_002929725.4
OG0012243	ENST00000382247.5	rna-XM_034672059.1
OG0012244	ENST00000265018.3	rna-XM_034672058.1
OG0012245	ENST00000503945.2	rna-XM_019796442.2
OG0012246	ENST00000226299.8	rna-XM_002916255.4
OG0012247	ENST00000511148.2	rna-XM_034670964.1
OG0012248	ENST00000281243.9	rna-XM_002916252.4
OG0012249	ENST00000405303.6	rna-XM_034670965.1
OG0012250	ENST00000447510.6	rna-XM_034672069.1
OG0012251	ENST00000382333.1	rna-XM_034672077.1
OG0012252	ENST00000382346.7	rna-XM_034672090.1
OG0012253	ENST00000341285.7	rna-XM_019796429.2
OG0012254	ENST00000424120.5	rna-XM_034672096.1
OG0012255	ENST00000295297.4	rna-XM_019796428.2
OG0012256	ENST00000040738.9	rna-XM_034670969.1
OG0012257	ENST00000002596.5	rna-XM_034672120.1
OG0012258	ENST00000264784.7	rna-XM_034672122.1
OG0012259	ENST00000304374.3	rna-XM_011229965.3
OG0012260	ENST00000296358.4	rna-XM_034672130.1
OG0012261	ENST00000382753.4	rna-XM_011229968.3
OG0012262	ENST00000337872.8	rna-XM_034672133.1
OG0012263	ENST00000421177.6	rna-XM_011229967.3
OG0012264	ENST00000306200.6	rna-XM_002923292.4
OG0012265	ENST00000307746.8	rna-XM_034670975.1
OG0012266	ENST00000344408.9	rna-XM_034672138.1
OG0012267	ENST00000264956.10	rna-XM_034670977.1
OG0012268	ENST00000503569.5	rna-XM_002924150.4
OG0012269	ENST00000320776.4	rna-XM_034672152.1
OG0012270	ENST00000425103.5	rna-XM_034672159.1
OG0012271	ENST00000448507.5	rna-XM_002926275.4
OG0012272	ENST00000310085.5	rna-XM_034672166.1
OG0012273	ENST00000310074.7	rna-XM_002926274.4
OG0012274	ENST00000264954.4	rna-XM_002926273.4
OG0012275	ENST00000507866.6	rna-XM_034670980.1
OG0012276	ENST00000545242.5	rna-XM_019796775.2
OG0012277	ENST00000245105.7	rna-XM_034670981.1
OG0012278	ENST00000307358.6	rna-XM_019796749.2
OG0012279	ENST00000356406.9	rna-XM_034672172.1
OG0012280	ENST00000389737.4	rna-XM_034672177.1
OG0012281	ENST00000360986.8	rna-XM_034672179.1
OG0012282	ENST00000340083.5	rna-XM_034672184.1
OG0012283	ENST00000511533.1	rna-XM_034672186.1
OG0012284	ENST00000510580.1	rna-XM_034672192.1
OG0012285	ENST00000355072.9	rna-XM_034672191.1
OG0012286	ENST00000416614.6	rna-XM_034672193.1
OG0012287	ENST00000514800.5	rna-XM_002916550.4
OG0012288	ENST00000264758.11	rna-XM_019796759.2
OG0012289	ENST00000503393.6	rna-XM_034672203.1
OG0012290	ENST00000315423.11	rna-XM_034672206.1
OG0012291	ENST00000314289.12	rna-XM_002916543.4
OG0012292	ENST00000635017.1	rna-XM_019796745.2
OG0012293	ENST00000290974.6	rna-XM_034672208.1
OG0012294	ENST00000337190.6	rna-XM_011221473.3
OG0012295	ENST00000243706.8	rna-XM_002916542.4
OG0012296	ENST00000423729.2	rna-XM_034672216.1
OG0012297	ENST00000382882.7	rna-XM_034672215.1
OG0012298	ENST00000508803.5	rna-XM_019796753.2
OG0012299	ENST00000302787.2	rna-XM_034672213.1
OG0012300	ENST00000313288.8	rna-XM_034672229.1
OG0012301	ENST00000382936.7	rna-XM_034672230.1
OG0012302	ENST00000318386.8	rna-XM_011231305.3
OG0012303	ENST00000308132.10	rna-XM_034672233.1
OG0012304	ENST00000511216.5	rna-XM_019805067.2
OG0012305	ENST00000247933.8	rna-XM_011231303.3
OG0012306	ENST00000273814.7	rna-XM_034670990.1
OG0012307	ENST00000264771.8	rna-XM_034672254.1
OG0012308	ENST00000314167.8	rna-XM_034672249.1
OG0012309	ENST00000362003.9	rna-XM_011231283.3
OG0012310	ENST00000404286.6	rna-XM_002924407.4
OG0012311	ENST00000400159.6	rna-XM_011231299.3
OG0012312	ENST00000304312.4	rna-XM_002924421.4
OG0012313	ENST00000217420.1	rna-XM_034653115.1
OG0012314	ENST00000316218.11	rna-XM_034651376.1
OG0012315	ENST00000085068.7	rna-XM_034653114.1
OG0012316	ENST00000280187.11	rna-XM_034647763.1, rna-XM_034650508.1
OG0012317	ENST00000399933.7	rna-XM_034663830.1
OG0012318	ENST00000381434.7	rna-XM_011217254.3
OG0012319	ENST00000344545.6	rna-XM_002929062.3
OG0012320	ENST00000276893.9	rna-XM_002929061.4
OG0012321	ENST00000321612.7	rna-XM_034663849.1
OG0012322	ENST00000358227.4	rna-XM_002925544.4
OG0012323	ENST00000319264.3	rna-XM_002924663.4
OG0012324	ENST00000546205.5	rna-XM_034663890.1
OG0012325	ENST00000380916.8	rna-XM_002915940.4
OG0012326	ENST00000380911.3	rna-XM_034663909.1
OG0012327	ENST00000422223.6	rna-XM_002915932.4
OG0012328	ENST00000512701.6	rna-XM_019796083.2
OG0012329	ENST00000380821.7	rna-XM_034663932.1
OG0012330	ENST00000380738.8	rna-XM_002915934.4
OG0012331	ENST00000380701.7	rna-XM_034663934.1
OG0012332	ENST00000380672.8	rna-XM_034663940.1
OG0012333	ENST00000380647.7	rna-XM_034663953.1
OG0012334	ENST00000380502.7	rna-XM_034665552.1
OG0012335	ENST00000340967.2	rna-XM_002918525.4
OG0012336	ENST00000380338.8	rna-XM_034663970.1
OG0012337	ENST00000380249.5	rna-XM_034663973.1
OG0012338	ENST00000495827.2	rna-XM_034663974.1
OG0012339	ENST00000448696.4	rna-XM_011221884.3
OG0012340	ENST00000276925.6	rna-XM_002916889.4
OG0012341	ENST00000325870.2	rna-XM_034663700.1
OG0012342	ENST00000543880.6	rna-XM_034663827.1
OG0012343	ENST00000333916.7	rna-XM_002929089.4
OG0012344	ENST00000397292.7	rna-XM_002929090.4
OG0012345	ENST00000433700.5	rna-XM_034665556.1
OG0012346	ENST00000380036.8	rna-XM_002925947.4
OG0012347	ENST00000276943.2	rna-XM_002925949.4
OG0012348	ENST00000379992.6	rna-XM_034663995.1
OG0012349	ENST00000379883.2	rna-XM_002928266.4
OG0012350	ENST00000379847.7	rna-XM_002928268.4
OG0012351	ENST00000342743.5	rna-XM_034663701.1
OG0012352	ENST00000379819.5	rna-XM_034664008.1
OG0012353	ENST00000397149.3	rna-XM_002926173.4
OG0012354	ENST00000379731.4	rna-XM_034664017.1
OG0012355	ENST00000379725.5	rna-XM_019806852.2
OG0012356	ENST00000634734.1	rna-XM_034665557.1
OG0012357	ENST00000223500.8	rna-XM_002926171.4
OG0012358	ENST00000379540.7	rna-XM_019806844.2
OG0012359	ENST00000297991.4	rna-XM_034664023.1
OG0012360	ENST00000297990.8	rna-XM_011233518.3
OG0012361	ENST00000379238.5	rna-XM_034664024.1
OG0012362	ENST00000361264.8	rna-XM_002929240.4
OG0012363	ENST00000625521.2	rna-XM_002929239.4
OG0012364	ENST00000618590.1	rna-XM_002929717.4
OG0012365	ENST00000297625.7	rna-XM_002929716.4
OG0012366	ENST00000445726.5	rna-XM_002929713.4
OG0012367	ENST00000614641.4	rna-XM_034664039.1
OG0012368	ENST00000399775.2	rna-XM_011237785.2
OG0012369	ENST00000351266.8	rna-XM_034664044.1
OG0012370	ENST00000378959.8	rna-XM_002929711.4
OG0012371	ENST00000259632.11	rna-NM_001304931.1
OG0012372	ENST00000378909.2	rna-XM_034663702.1
OG0012373	ENST00000277010.8	rna-XM_002930522.4
OG0012374	ENST00000378842.7	rna-XM_034664056.1
OG0012375	ENST00000259631.4	rna-XM_002930523.4
OG0012376	ENST00000378800.3	rna-XM_002930527.4
OG0012377	ENST00000259607.6	rna-XM_002930524.4
OG0012378	ENST00000242315.3	rna-XM_002930496.4
OG0012379	ENST00000453597.7	rna-XM_034664060.1
OG0012380	ENST00000312292.5	rna-XM_034665559.1
OG0012381	ENST00000378643.7	rna-XM_034664061.1
OG0012382	ENST00000378617.3	rna-XM_019809874.2
OG0012383	ENST00000356493.9	rna-XM_002929189.4
OG0012384	ENST00000603301.5	rna-XM_034664074.1
OG0012385	ENST00000361226.7	rna-XM_011224530.3
OG0012386	ENST00000399742.6	rna-XM_034664090.1
OG0012387	ENST00000620767.4	rna-XM_034664084.1
OG0012388	ENST00000396757.5	rna-XM_034664087.1
OG0012389	ENST00000618781.1	rna-XM_002918897.4
OG0012390	ENST00000426546.6	rna-XM_034664093.1
