Orthogroup	homSap.longCDS.prots	ursAme.longCDS.prots
OG0014645	ENST00000541394.5	transcript_ENSUAMT00000010688
OG0014646	ENST00000329406.4	transcript_ENSUAMT00000004933
OG0014647	ENST00000307046.8	transcript_ENSUAMT00000023614
OG0014648	ENST00000553106.5	transcript_ENSUAMT00000023631
OG0014649	ENST00000266744.3	transcript_ENSUAMT00000011353
OG0014650	ENST00000548883.5	transcript_ENSUAMT00000007342
OG0014651	ENST00000378090.8	transcript_ENSUAMT00000012910
OG0014652	ENST00000392872.7	transcript_ENSUAMT00000038484
OG0014653	ENST00000360814.8	transcript_ENSUAMT00000038488
OG0014654	ENST00000229330.8	transcript_ENSUAMT00000038491
OG0014655	ENST00000240055.7	transcript_ENSUAMT00000038492
OG0014656	ENST00000303694.5	transcript_ENSUAMT00000004765
OG0014657	ENST00000258538.7	transcript_ENSUAMT00000006432
OG0014658	ENST00000637147.1	transcript_ENSUAMT00000006436
OG0014659	ENST00000620430.4	transcript_ENSUAMT00000037843
OG0014660	ENST00000551662.5	transcript_ENSUAMT00000038579
OG0014661	ENST00000261402.6	transcript_ENSUAMT00000004800
OG0014662	ENST00000312648.7	transcript_ENSUAMT00000016232
OG0014663	ENST00000269389.7	transcript_ENSUAMT00000016231
OG0014664	ENST00000329197.9	transcript_ENSUAMT00000000530
OG0014665	ENST00000337014.10	transcript_ENSUAMT00000000509
OG0014666	ENST00000583617.5	transcript_ENSUAMT00000000503
OG0014667	ENST00000412079.6	transcript_ENSUAMT00000000498
OG0014668	ENST00000335255.9	transcript_ENSUAMT00000000490
OG0014669	ENST00000392325.8	transcript_ENSUAMT00000000448
OG0014670	ENST00000300784.7	transcript_ENSUAMT00000000406
OG0014671	ENST00000539345.6	transcript_ENSUAMT00000000372
OG0014672	ENST00000269394.3	transcript_ENSUAMT00000000403
OG0014673	ENST00000320865.3	transcript_ENSUAMT00000000356
OG0014674	ENST00000378026.4	transcript_ENSUAMT00000004793
OG0014675	ENST00000299045.7	transcript_ENSUAMT00000004789
OG0014676	ENST00000228347.8	transcript_ENSUAMT00000035334
OG0014677	ENST00000357881.8	transcript_ENSUAMT00000035341
OG0014678	ENST00000392837.8	transcript_ENSUAMT00000035342
OG0014679	ENST00000548125.5	transcript_ENSUAMT00000038636
OG0014680	ENST00000412830.7	transcript_ENSUAMT00000033166
OG0014681	ENST00000228437.9	transcript_ENSUAMT00000033033
OG0014682	ENST00000216038.5	transcript_ENSUAMT00000033029
OG0014683	ENST00000300399.7	transcript_ENSUAMT00000033028
OG0014684	ENST00000266087.11	transcript_ENSUAMT00000033026
OG0014685	ENST00000266085.6	transcript_ENSUAMT00000040154
OG0014686	ENST00000404699.6	transcript_ENSUAMT00000021926
OG0014687	ENST00000216106.5	transcript_ENSUAMT00000021909
OG0014688	ENST00000411850.5	transcript_ENSUAMT00000021898
OG0014689	ENST00000216117.8	transcript_ENSUAMT00000021894
OG0014690	ENST00000216122.8	transcript_ENSUAMT00000021890
OG0014691	ENST00000216127.4	transcript_ENSUAMT00000021885
OG0014692	ENST00000397326.6	transcript_ENSUAMT00000024238
OG0014693	ENST00000409652.4	transcript_ENSUAMT00000024235
OG0014694	ENST00000438146.6	transcript_ENSUAMT00000014772
OG0014695	ENST00000216185.6	transcript_ENSUAMT00000024860
OG0014696	ENST00000397224.8	transcript_ENSUAMT00000024856
OG0014697	ENST00000216190.12	transcript_ENSUAMT00000024854
OG0014698	ENST00000300105.6	transcript_ENSUAMT00000024850
OG0014699	ENST00000433985.6	transcript_ENSUAMT00000014199
OG0014700	ENST00000417718.6	transcript_ENSUAMT00000002124
OG0014701	ENST00000397147.6	transcript_ENSUAMT00000006033
OG0014702	ENST00000406230.5	transcript_ENSUAMT00000014131
OG0014703	ENST00000405091.6	transcript_ENSUAMT00000014116
OG0014704	ENST00000403892.7	transcript_ENSUAMT00000014042
OG0014705	ENST00000403888.7	transcript_ENSUAMT00000014037
OG0014706	ENST00000381792.6	transcript_ENSUAMT00000027858
OG0014707	ENST00000397110.6	transcript_ENSUAMT00000027860
OG0014708	ENST00000402918.6	transcript_ENSUAMT00000011010
OG0014709	ENST00000356998.7	transcript_ENSUAMT00000029417
OG0014710	ENST00000403299.5	transcript_ENSUAMT00000029462
OG0014711	ENST00000249014.4	transcript_ENSUAMT00000029469
OG0014712	ENST00000215886.5	transcript_ENSUAMT00000029472
OG0014713	ENST00000381756.9	transcript_ENSUAMT00000029474
OG0014714	ENST00000357436.4	transcript_ENSUAMT00000029489
OG0014715	ENST00000215909.9	transcript_ENSUAMT00000029495
OG0014716	ENST00000406386.7	transcript_ENSUAMT00000029512
OG0014717	ENST00000340857.3	transcript_ENSUAMT00000029515
OG0014718	ENST00000323205.10	transcript_ENSUAMT00000029517
OG0014719	ENST00000215941.8	transcript_ENSUAMT00000029518
OG0014720	ENST00000215957.10	transcript_ENSUAMT00000029528
OG0014721	ENST00000403305.5	transcript_ENSUAMT00000029530
OG0014722	ENST00000407936.5	transcript_ENSUAMT00000029533
OG0014723	ENST00000396884.6	transcript_ENSUAMT00000029536
OG0014724	ENST00000404072.7	transcript_ENSUAMT00000029569
OG0014725	ENST00000361906.7	transcript_ENSUAMT00000039614
OG0014726	ENST00000409006.3	transcript_ENSUAMT00000010262
OG0014727	ENST00000355830.10	transcript_ENSUAMT00000009660
OG0014728	ENST00000216034.5	transcript_ENSUAMT00000016257
OG0014729	ENST00000216039.9	transcript_ENSUAMT00000016261
OG0014730	ENST00000405018.5	transcript_ENSUAMT00000035729
OG0014731	ENST00000216068.8	transcript_ENSUAMT00000035728
OG0014732	ENST00000333039.2	transcript_ENSUAMT00000035726
OG0014733	ENST00000216133.9	transcript_ENSUAMT00000005551
OG0014734	ENST00000331163.10	transcript_ENSUAMT00000005544
OG0014735	ENST00000328933.9	transcript_ENSUAMT00000005506
OG0014736	ENST00000216160.10	transcript_ENSUAMT00000005501
OG0014737	ENST00000341184.6	transcript_ENSUAMT00000005494
OG0014738	ENST00000402881.5	transcript_ENSUAMT00000005487
OG0014739	ENST00000404241.6	transcript_ENSUAMT00000005482
OG0014740	ENST00000334678.7	transcript_ENSUAMT00000005476
OG0014741	ENST00000325157.6	transcript_ENSUAMT00000009682
OG0014742	ENST00000344138.8	transcript_ENSUAMT00000009679
OG0014743	ENST00000454349.6	transcript_ENSUAMT00000009658
OG0014744	ENST00000248929.13	transcript_ENSUAMT00000005581
OG0014745	ENST00000618196.4	transcript_ENSUAMT00000005573
OG0014746	ENST00000249016.4	transcript_ENSUAMT00000000187
OG0014747	ENST00000435456.6	transcript_ENSUAMT00000013868
OG0014748	ENST00000216237.9	transcript_ENSUAMT00000035623
OG0014749	ENST00000405486.5	transcript_ENSUAMT00000035630
OG0014750	ENST00000352645.4	transcript_ENSUAMT00000038377
OG0014751	ENST00000266304.8	transcript_ENSUAMT00000038384
OG0014752	ENST00000327492.3	transcript_ENSUAMT00000038385
OG0014753	ENST00000216252.3	transcript_ENSUAMT00000032706
OG0014754	ENST00000396504.6	transcript_ENSUAMT00000032713
OG0014755	ENST00000306149.11	transcript_ENSUAMT00000032719
OG0014756	ENST00000263256.6	transcript_ENSUAMT00000032723
OG0014757	ENST00000360079.7	transcript_ENSUAMT00000019733
OG0014758	ENST00000401548.7	transcript_ENSUAMT00000012673
OG0014759	ENST00000255784.5	transcript_ENSUAMT00000008475
OG0014760	ENST00000361204.8	transcript_ENSUAMT00000008439
OG0014761	ENST00000215980.9	transcript_ENSUAMT00000008459
OG0014762	ENST00000329620.9	transcript_ENSUAMT00000014740
OG0014763	ENST00000396398.7	transcript_ENSUAMT00000021675
OG0014764	ENST00000321753.7	transcript_ENSUAMT00000014069
OG0014765	ENST00000331479.3	transcript_ENSUAMT00000014072
OG0014766	ENST00000498737.6	transcript_ENSUAMT00000014073
OG0014767	ENST00000359486.7	transcript_ENSUAMT00000035086
OG0014768	ENST00000329021.9	transcript_ENSUAMT00000027252
OG0014769	ENST00000327678.9	transcript_ENSUAMT00000027253
OG0014770	ENST00000323013.6	transcript_ENSUAMT00000038346
OG0014771	ENST00000451060.6	transcript_ENSUAMT00000038348
OG0014772	ENST00000361740.8	transcript_ENSUAMT00000038355
OG0014773	ENST00000401850.5	transcript_ENSUAMT00000038362
OG0014774	ENST00000263246.7	transcript_ENSUAMT00000010431
OG0014775	ENST00000266254.11	transcript_ENSUAMT00000010437
OG0014776	ENST00000216115.2	transcript_ENSUAMT00000010440
OG0014777	ENST00000290429.10	transcript_ENSUAMT00000010443
OG0014778	ENST00000337554.7	transcript_ENSUAMT00000010446
OG0014779	ENST00000216129.6	transcript_ENSUAMT00000011121
OG0014780	ENST00000262726.11	transcript_ENSUAMT00000002176
OG0014781	ENST00000330884.8	transcript_ENSUAMT00000041408
OG0014782	ENST00000597664.5	transcript_ENSUAMT00000041407
OG0014783	ENST00000216180.7	transcript_ENSUAMT00000041403
OG0014784	ENST00000350028.4	transcript_ENSUAMT00000041400
OG0014785	ENST00000406477.7	transcript_ENSUAMT00000027735
OG0014786	ENST00000381176.4	transcript_ENSUAMT00000036661
OG0014787	ENST00000341255.3	transcript_ENSUAMT00000036663
OG0014788	ENST00000313237.9	transcript_ENSUAMT00000031318
OG0014789	ENST00000347635.8	transcript_ENSUAMT00000031325
OG0014790	ENST00000251993.11	transcript_ENSUAMT00000031327
OG0014791	ENST00000216211.8	transcript_ENSUAMT00000031330
OG0014792	ENST00000216214.7	transcript_ENSUAMT00000003682
OG0014793	ENST00000357450.8	transcript_ENSUAMT00000003725
OG0014794	ENST00000614167.1	transcript_ENSUAMT00000001868
OG0014795	ENST00000252934.9	transcript_ENSUAMT00000020492
OG0014796	ENST00000262735.9	transcript_ENSUAMT00000012196
OG0014797	ENST00000314567.7	transcript_ENSUAMT00000003689
OG0014798	ENST00000381031.7	transcript_ENSUAMT00000036221
OG0014799	ENST00000454366.1	transcript_ENSUAMT00000036228
OG0014800	ENST00000290846.8	transcript_ENSUAMT00000036230
OG0014801	ENST00000406902.5	transcript_ENSUAMT00000026855
OG0014802	ENST00000216264.12	transcript_ENSUAMT00000026870
OG0014803	ENST00000337137.8	transcript_ENSUAMT00000026876
OG0014804	ENST00000336769.9	transcript_ENSUAMT00000003108
OG0014805	ENST00000404760.5	transcript_ENSUAMT00000022135
OG0014806	ENST00000330817.10	transcript_ENSUAMT00000022129
OG0014807	ENST00000404488.7	transcript_ENSUAMT00000022127
OG0014808	ENST00000395876.6	transcript_ENSUAMT00000019045
OG0014809	ENST00000545383.5	transcript_ENSUAMT00000019041
OG0014810	ENST00000395829.1	transcript_ENSUAMT00000018958
OG0014811	ENST00000380903.6	transcript_ENSUAMT00000018949
OG0014812	ENST00000248846.9	transcript_ENSUAMT00000018932
OG0014813	ENST00000216271.9	transcript_ENSUAMT00000018923
OG0014814	ENST00000215659.12	transcript_ENSUAMT00000018904
OG0014815	ENST00000359337.8	transcript_ENSUAMT00000021064
OG0014816	ENST00000216061.9	transcript_ENSUAMT00000001819
OG0014817	ENST00000395738.2	transcript_ENSUAMT00000002261
OG0014818	ENST00000216075.10	transcript_ENSUAMT00000002273
OG0014819	ENST00000474879.6	transcript_ENSUAMT00000002358
OG0014820	ENST00000299821.15	transcript_ENSUAMT00000002372
OG0014821	ENST00000395676.3	transcript_ENSUAMT00000002424
OG0014822	ENST00000406915.3	transcript_ENSUAMT00000002431
OG0014823	ENST00000329492.5	transcript_ENSUAMT00000002447
OG0014824	ENST00000356098.9	transcript_ENSUAMT00000002452
OG0014825	ENST00000216139.9	transcript_ENSUAMT00000002088
OG0014826	ENST00000383070.1	transcript_ENSUAMT00000001788, transcript_ENSUAMT00000001822
OG0014827	ENST00000307393.2, ENST00000304790.3	transcript_ENSUAMT00000034387
OG0014828	ENST00000342995.3	transcript_ENSUAMT00000013300, transcript_ENSUAMT00000017884
OG0014829	ENST00000483273.2	transcript_ENSUAMT00000016501
OG0014830	ENST00000612520.1, ENST00000578207.5	transcript_ENSUAMT00000003712
OG0014832	ENST00000367211.4, ENST00000367210.2	transcript_ENSUAMT00000007262
OG0014833	ENST00000390243.2	transcript_ENSUAMT00000004096, transcript_ENSUAMT00000004375
OG0014834	ENST00000522934.5	transcript_ENSUAMT00000037988, transcript_ENSUAMT00000031594
OG0014835	ENST00000372032.3, ENST00000340780.7, ENST00000263598.6	transcript_ENSUAMT00000001749
OG0014836	ENST00000390454.2	transcript_ENSUAMT00000004158, transcript_ENSUAMT00000003242
OG0014837	ENST00000390461.2, ENST00000557168.1, ENST00000390457.2	transcript_ENSUAMT00000005696
OG0014839	ENST00000569284.1, ENST00000397640.5	transcript_ENSUAMT00000005329
OG0014841	ENST00000569722.5, ENST00000306735.9	transcript_ENSUAMT00000037779
OG0014842	ENST00000215531.5	transcript_ENSUAMT00000001645
OG0014843	ENST00000610038.5	transcript_ENSUAMT00000002859
OG0014845	ENST00000309546.7, ENST00000467211.1	transcript_ENSUAMT00000012781
OG0014856	ENST00000375078.3	transcript_ENSUAMT00000016339
OG0014867	ENST00000432622.1	transcript_ENSUAMT00000020114
OG0014871	ENST00000270824.1	transcript_ENSUAMT00000022183
OG0014876	ENST00000302946.12	transcript_ENSUAMT00000033956
OG0014881	ENST00000506599.1	transcript_ENSUAMT00000016484
OG0014884	ENST00000334793.5	transcript_ENSUAMT00000041261
OG0014886	ENST00000418121.5	transcript_ENSUAMT00000030454
OG0014893	ENST00000371116.3	transcript_ENSUAMT00000010130
OG0014898	ENST00000370898.7	transcript_ENSUAMT00000015150
OG0014899	ENST00000294635.4	transcript_ENSUAMT00000015122
OG0014902	ENST00000440886.1	transcript_ENSUAMT00000009960
OG0014908	ENST00000315033.4	transcript_ENSUAMT00000014399
OG0014915	ENST00000320238.3	transcript_ENSUAMT00000031806
OG0014918	ENST00000421812.2	transcript_ENSUAMT00000036434
OG0014920	ENST00000330137.11	transcript_ENSUAMT00000019511
OG0014926	ENST00000259241.6	transcript_ENSUAMT00000008045
OG0014927	ENST00000310981.5	transcript_ENSUAMT00000040557
OG0014928	ENST00000272520.3	transcript_ENSUAMT00000007875
OG0014934	ENST00000325926.3	transcript_ENSUAMT00000028603
OG0014938	ENST00000263817.6	transcript_ENSUAMT00000027587
OG0014940	ENST00000375281.3	transcript_ENSUAMT00000003000
OG0014941	ENST00000394967.2	transcript_ENSUAMT00000037455
OG0014942	ENST00000249504.6	transcript_ENSUAMT00000037568
OG0014946	ENST00000622774.1	transcript_ENSUAMT00000041525
OG0014953	ENST00000479077.5	transcript_ENSUAMT00000000257
OG0014954	ENST00000233948.3	transcript_ENSUAMT00000001758
OG0014955	ENST00000295727.1	transcript_ENSUAMT00000020499
OG0014960	ENST00000373640.4	transcript_ENSUAMT00000002344
OG0014962	ENST00000409533.5	transcript_ENSUAMT00000028017
OG0014965	ENST00000165524.1	transcript_ENSUAMT00000037603
OG0014967	ENST00000254661.4	transcript_ENSUAMT00000010497
OG0014969	ENST00000272937.9	transcript_ENSUAMT00000017811
OG0014971	ENST00000430267.2	transcript_ENSUAMT00000007401
OG0014975	ENST00000419717.2	transcript_ENSUAMT00000010063
OG0014979	ENST00000546355.3	transcript_ENSUAMT00000034510
OG0014981	ENST00000361483.4	transcript_ENSUAMT00000036969
OG0014982	ENST00000620097.1	transcript_ENSUAMT00000041748
OG0014997	ENST00000341164.8	transcript_ENSUAMT00000027933
OG0015006	ENST00000325351.4	transcript_ENSUAMT00000028527
OG0015008	ENST00000221665.4	transcript_ENSUAMT00000027699
OG0015010	ENST00000344887.9	transcript_ENSUAMT00000025111
OG0015012	ENST00000611161.1	transcript_ENSUAMT00000013258
OG0015014	ENST00000637797.1	transcript_ENSUAMT00000038494
OG0015021	ENST00000616144.4	transcript_ENSUAMT00000009987
OG0015022	ENST00000270631.1	transcript_ENSUAMT00000010042
OG0015027	ENST00000318584.9	transcript_ENSUAMT00000014934
OG0015028	ENST00000391916.6	transcript_ENSUAMT00000024089
OG0015029	ENST00000617053.2	transcript_ENSUAMT00000005025
OG0015030	ENST00000457052.2	transcript_ENSUAMT00000032125
OG0015031	ENST00000433642.2	transcript_ENSUAMT00000034846
OG0015034	ENST00000222032.9	transcript_ENSUAMT00000014895
OG0015035	ENST00000458714.2	transcript_ENSUAMT00000014682
OG0015036	ENST00000598676.1	transcript_ENSUAMT00000014706
OG0015053	ENST00000253193.8	transcript_ENSUAMT00000024797
OG0015055	ENST00000334176.3	transcript_ENSUAMT00000009803
OG0015057	ENST00000436066.3	transcript_ENSUAMT00000009909
OG0015059	ENST00000335523.7	transcript_ENSUAMT00000003770
OG0015062	ENST00000219162.3	transcript_ENSUAMT00000024132
OG0015072	ENST00000435634.2	transcript_ENSUAMT00000009307
OG0015073	ENST00000248248.7	transcript_ENSUAMT00000026957
OG0015076	ENST00000332281.5	transcript_ENSUAMT00000028768
OG0015077	ENST00000301019.8	transcript_ENSUAMT00000037671
OG0015078	ENST00000378364.7	transcript_ENSUAMT00000037670
OG0015090	ENST00000379211.7	transcript_ENSUAMT00000030639
OG0015094	ENST00000378970.4	transcript_ENSUAMT00000032710
OG0015100	ENST00000378619.3	transcript_ENSUAMT00000035904
OG0015101	ENST00000457894.4	transcript_ENSUAMT00000034168
OG0015102	ENST00000423387.3	transcript_ENSUAMT00000031597
OG0015103	ENST00000342595.2	transcript_ENSUAMT00000007164
OG0015105	ENST00000465150.6	transcript_ENSUAMT00000015273
OG0015116	ENST00000439435.2	transcript_ENSUAMT00000000996
OG0015118	ENST00000358130.6	transcript_ENSUAMT00000021091
OG0015135	ENST00000370648.3	transcript_ENSUAMT00000016821
OG0015137	ENST00000370467.7	transcript_ENSUAMT00000026571
OG0015139	ENST00000613030.4	transcript_ENSUAMT00000025462
OG0015141	ENST00000538575.5	transcript_ENSUAMT00000001897
OG0015142	ENST00000421798.4	transcript_ENSUAMT00000015364
OG0015143	ENST00000370212.5	transcript_ENSUAMT00000040446
OG0015144	ENST00000358927.6	transcript_ENSUAMT00000013756
OG0015147	ENST00000369484.7	transcript_ENSUAMT00000002701
OG0015153	ENST00000244360.6	transcript_ENSUAMT00000032170
OG0015163	ENST00000510882.3	transcript_ENSUAMT00000031525
OG0015171	ENST00000405617.3	transcript_ENSUAMT00000002868
OG0015172	ENST00000380175.8	transcript_ENSUAMT00000038189
OG0015175	ENST00000259806.1	transcript_ENSUAMT00000041120
OG0015176	ENST00000296839.4	transcript_ENSUAMT00000041119
OG0015178	ENST00000375527.2	transcript_ENSUAMT00000035657
OG0015179	ENST00000617061.4	transcript_ENSUAMT00000005107
OG0015182	ENST00000360454.6	transcript_ENSUAMT00000026785
OG0015183	ENST00000229903.4	transcript_ENSUAMT00000012423
OG0015187	ENST00000288840.9	transcript_ENSUAMT00000029628
OG0015190	ENST00000432196.3	transcript_ENSUAMT00000024163
OG0015192	ENST00000561198.1	transcript_ENSUAMT00000006023
OG0015200	ENST00000638170.1	transcript_ENSUAMT00000001834
OG0015201	ENST00000434396.1	transcript_ENSUAMT00000005263
OG0015206	ENST00000380871.4	transcript_ENSUAMT00000005600
OG0015207	ENST00000358689.8	transcript_ENSUAMT00000010061
OG0015215	ENST00000382209.2	transcript_ENSUAMT00000010308
OG0015216	ENST00000382208.2	transcript_ENSUAMT00000003379
OG0015218	ENST00000359562.4	transcript_ENSUAMT00000008435
OG0015222	ENST00000392519.6	transcript_ENSUAMT00000014274
OG0015230	ENST00000232219.6	transcript_ENSUAMT00000032417
OG0015232	ENST00000330315.3	transcript_ENSUAMT00000039329
OG0015258	ENST00000355790.8	transcript_ENSUAMT00000004666
OG0015259	ENST00000373209.2	transcript_ENSUAMT00000023711
OG0015262	ENST00000372524.4	transcript_ENSUAMT00000016754
OG0015272	ENST00000371019.3	transcript_ENSUAMT00000040969
OG0015274	ENST00000539804.1	transcript_ENSUAMT00000041254
OG0015278	ENST00000329446.4	transcript_ENSUAMT00000034474
OG0015279	ENST00000357878.5	transcript_ENSUAMT00000010387
OG0015280	ENST00000339992.3	transcript_ENSUAMT00000010390
OG0015281	ENST00000451024.4	transcript_ENSUAMT00000007961
OG0015283	ENST00000388920.4	transcript_ENSUAMT00000017480
OG0015289	ENST00000414069.2	transcript_ENSUAMT00000022949
OG0015291	ENST00000299529.6	transcript_ENSUAMT00000025492
OG0015292	ENST00000258930.7	transcript_ENSUAMT00000025992
OG0015294	ENST00000267984.3	transcript_ENSUAMT00000037180
OG0015295	ENST00000329713.4	transcript_ENSUAMT00000027637
OG0015303	ENST00000327355.5	transcript_ENSUAMT00000026205
OG0015306	ENST00000307145.3	transcript_ENSUAMT00000002416
OG0015310	ENST00000290759.8	transcript_ENSUAMT00000036218
OG0015314	ENST00000325509.4	transcript_ENSUAMT00000021970
OG0015329	ENST00000304916.3	transcript_ENSUAMT00000022236
